site_date,sampling_method,sample,sampling_area,organism_group,body_weight_units,body_length_units,multiplier,total_mgdm_m2,insect_mgdm_m2,site_id,date,year
ARIK_2016-07-13,modifiedKicknet,ARIK.20160713.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,56078.24879858206,66.97816895594194,ARIK,2016-07-13,2016
ARIK_2016-07-13,modifiedKicknet,ARIK.20160713.KICKNET.4,0.25,macroinvertebrate,mg,mm,4,3595.846625887223,298.9604402373009,ARIK,2016-07-13,2016
ARIK_2016-07-13,modifiedKicknet,ARIK.20160713.KICKNET.5,0.25,macroinvertebrate,mg,mm,4,719.3796156406485,360.88232681414854,ARIK,2016-07-13,2016
ARIK_2016-09-19,core,ARIK.20160919.CORE.1,0.006,macroinvertebrate,mg,mm,166.66666666666666,11758.499170686593,525.4847316987967,ARIK,2016-09-19,2016
ARIK_2016-09-19,core,ARIK.20160919.CORE.2,0.006,macroinvertebrate,mg,mm,166.66666666666666,4427.069438927938,3929.94443705315,ARIK,2016-09-19,2016
ARIK_2016-09-19,core,ARIK.20160919.CORE.3,0.006,macroinvertebrate,mg,mm,166.66666666666666,19649.254063953806,19363.521998481807,ARIK,2016-09-19,2016
ARIK_2016-09-19,modifiedKicknet,ARIK.20160919.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,164.94848688803933,79.8430759922976,ARIK,2016-09-19,2016
ARIK_2016-09-19,modifiedKicknet,ARIK.20160919.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,7040.905543196777,200.3009879559986,ARIK,2016-09-19,2016
ARIK_2016-09-19,modifiedKicknet,ARIK.20160919.KICKNET.4,0.25,macroinvertebrate,mg,mm,4,999.7849852200478,0,ARIK,2016-09-19,2016
ARIK_2016-09-19,modifiedKicknet,ARIK.20160919.KICKNET.5,0.25,macroinvertebrate,mg,mm,4,604.903414265101,236.02831220309167,ARIK,2016-09-19,2016
ARIK_2017-03-22,core,ARIK.20170322.CORE.1,0.006,macroinvertebrate,mg,mm,166.66666666666666,5679.155963640979,3814.743977293201,ARIK,2017-03-22,2017
ARIK_2017-03-22,core,ARIK.20170322.CORE.2,0.006,macroinvertebrate,mg,mm,166.66666666666666,597.4053182308858,233.3595800065703,ARIK,2017-03-22,2017
ARIK_2017-03-22,core,ARIK.20170322.CORE.3,0.006,macroinvertebrate,mg,mm,166.66666666666666,579.6268223108024,557.7140697885504,ARIK,2017-03-22,2017
ARIK_2017-03-22,modifiedKicknet,ARIK.20170322.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,735.3175368671094,457.95380931043303,ARIK,2017-03-22,2017
ARIK_2017-03-22,modifiedKicknet,ARIK.20170322.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,854.5379460627659,694.3684277272714,ARIK,2017-03-22,2017
ARIK_2017-03-22,modifiedKicknet,ARIK.20170322.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,317.89791414555094,305.4306766679574,ARIK,2017-03-22,2017
ARIK_2017-03-22,modifiedKicknet,ARIK.20170322.KICKNET.4,0.25,macroinvertebrate,mg,mm,4,2339.8858767333086,1775.1157390128465,ARIK,2017-03-22,2017
ARIK_2017-03-22,modifiedKicknet,ARIK.20170322.KICKNET.5,0.25,macroinvertebrate,mg,mm,4,35.7210641097133,22.53720181435226,ARIK,2017-03-22,2017
ARIK_2017-07-12,core,ARIK.20170712.CORE.1,0.006,macroinvertebrate,mg,mm,166.66666666666666,4453.8083262980545,319.34090095775935,ARIK,2017-07-12,2017
ARIK_2017-07-12,core,ARIK.20170712.CORE.2,0.006,macroinvertebrate,mg,mm,166.66666666666666,328.5129846790783,308.8224033315041,ARIK,2017-07-12,2017
ARIK_2017-07-12,core,ARIK.20170712.CORE.3,0.006,macroinvertebrate,mg,mm,166.66666666666666,1016.1716380268882,900.433740466709,ARIK,2017-07-12,2017
ARIK_2017-07-12,modifiedKicknet,ARIK.20170712.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,10411.219693822433,648.5154138167793,ARIK,2017-07-12,2017
ARIK_2017-07-12,modifiedKicknet,ARIK.20170712.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,12793.11795733104,358.89787315831506,ARIK,2017-07-12,2017
ARIK_2017-07-12,modifiedKicknet,ARIK.20170712.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,58.675261669960946,50.83388854452971,ARIK,2017-07-12,2017
ARIK_2017-07-12,modifiedKicknet,ARIK.20170712.KICKNET.4,0.25,macroinvertebrate,mg,mm,4,143.0764386308714,103.83268920018294,ARIK,2017-07-12,2017
ARIK_2017-07-12,modifiedKicknet,ARIK.20170712.KICKNET.5,0.25,macroinvertebrate,mg,mm,4,899.5691960999292,684.5663416071285,ARIK,2017-07-12,2017
ARIK_2017-10-10,core,ARIK.20171010.CORE.1,0.006,macroinvertebrate,mg,mm,166.66666666666666,426.0030880082718,49.03031041915647,ARIK,2017-10-10,2017
ARIK_2017-10-10,core,ARIK.20171010.CORE.2,0.006,macroinvertebrate,mg,mm,166.66666666666666,382.93989462467687,30.77511004426159,ARIK,2017-10-10,2017
ARIK_2017-10-10,core,ARIK.20171010.CORE.3,0.006,macroinvertebrate,mg,mm,166.66666666666666,131.49277147094222,114.4625028047693,ARIK,2017-10-10,2017
ARIK_2017-10-10,modifiedKicknet,ARIK.20171010.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,2169.561097448303,346.9537857702497,ARIK,2017-10-10,2017
ARIK_2017-10-10,modifiedKicknet,ARIK.20171010.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,116.15083433152274,115.21620182300055,ARIK,2017-10-10,2017
ARIK_2017-10-10,modifiedKicknet,ARIK.20171010.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,43.08187652182739,37.12189681502549,ARIK,2017-10-10,2017
ARIK_2017-10-10,modifiedKicknet,ARIK.20171010.KICKNET.4,0.25,macroinvertebrate,mg,mm,4,109.12633944576054,59.86282654360197,ARIK,2017-10-10,2017
ARIK_2017-10-10,modifiedKicknet,ARIK.20171010.KICKNET.5,0.25,macroinvertebrate,mg,mm,4,389.545650542018,163.4552338115115,ARIK,2017-10-10,2017
ARIK_2018-03-20,core,ARIK.20180320.CORE.1,0.006,macroinvertebrate,mg,mm,166.66666666666666,866.4212682647948,378.3040278422288,ARIK,2018-03-20,2018
ARIK_2018-03-20,core,ARIK.20180320.CORE.2,0.006,macroinvertebrate,mg,mm,166.66666666666666,357.2559829442238,43.98628454995278,ARIK,2018-03-20,2018
ARIK_2018-03-20,core,ARIK.20180320.CORE.3,0.006,macroinvertebrate,mg,mm,166.66666666666666,641.630234542664,322.1231257689502,ARIK,2018-03-20,2018
ARIK_2018-03-20,modifiedKicknet,ARIK.20180320.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,477.10209881680373,10.251972884488405,ARIK,2018-03-20,2018
ARIK_2018-03-20,modifiedKicknet,ARIK.20180320.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,667.043029490354,622.6581793531205,ARIK,2018-03-20,2018
ARIK_2018-03-20,modifiedKicknet,ARIK.20180320.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,1085.0924236429785,933.7425227365367,ARIK,2018-03-20,2018
ARIK_2018-03-20,modifiedKicknet,ARIK.20180320.KICKNET.4,0.25,macroinvertebrate,mg,mm,4,239.11888690998913,190.43739480594223,ARIK,2018-03-20,2018
ARIK_2018-03-20,modifiedKicknet,ARIK.20180320.KICKNET.5,0.25,macroinvertebrate,mg,mm,4,331.7188466143422,299.82414383760965,ARIK,2018-03-20,2018
ARIK_2018-07-12,core,ARIK.20180712.CORE.1,0.006,macroinvertebrate,mg,mm,166.66666666666666,1143.9881713480954,515.0148587759669,ARIK,2018-07-12,2018
ARIK_2018-07-12,core,ARIK.20180712.CORE.2,0.006,macroinvertebrate,mg,mm,166.66666666666666,4305.70056204685,4181.411375274821,ARIK,2018-07-12,2018
ARIK_2018-07-12,core,ARIK.20180712.CORE.3,0.006,macroinvertebrate,mg,mm,166.66666666666666,2003.366897095198,539.675395144124,ARIK,2018-07-12,2018
ARIK_2018-07-12,modifiedKicknet,ARIK.20180712.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,2076.2318056556323,208.07316939505264,ARIK,2018-07-12,2018
ARIK_2018-07-12,modifiedKicknet,ARIK.20180712.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,9038.307023544387,192.479623032395,ARIK,2018-07-12,2018
ARIK_2018-07-12,modifiedKicknet,ARIK.20180712.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,2796.8708673110627,506.00233983792987,ARIK,2018-07-12,2018
ARIK_2018-07-12,modifiedKicknet,ARIK.20180712.KICKNET.4,0.25,macroinvertebrate,mg,mm,4,588.377884149767,129.52531793339307,ARIK,2018-07-12,2018
ARIK_2018-07-12,modifiedKicknet,ARIK.20180712.KICKNET.5,0.25,macroinvertebrate,mg,mm,4,124.4744638839683,28.85162151591774,ARIK,2018-07-12,2018
ARIK_2018-10-02,core,ARIK.20181002.CORE.1,0.006,macroinvertebrate,mg,mm,166.66666666666666,932.5137716185648,191.67744530004012,ARIK,2018-10-02,2018
ARIK_2018-10-02,core,ARIK.20181002.CORE.2,0.006,macroinvertebrate,mg,mm,166.66666666666666,3583.740973332691,357.47963985473183,ARIK,2018-10-02,2018
ARIK_2018-10-02,core,ARIK.20181002.CORE.3,0.006,macroinvertebrate,mg,mm,166.66666666666666,3460.7967745046462,3436.596120612355,ARIK,2018-10-02,2018
ARIK_2018-10-02,modifiedKicknet,ARIK.20181002.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,46.47076123349258,34.93717824487925,ARIK,2018-10-02,2018
ARIK_2018-10-02,modifiedKicknet,ARIK.20181002.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,98.72912249967733,76.28934289231724,ARIK,2018-10-02,2018
ARIK_2018-10-02,modifiedKicknet,ARIK.20181002.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,543.8006878361912,538.5719834494961,ARIK,2018-10-02,2018
ARIK_2018-10-02,modifiedKicknet,ARIK.20181002.KICKNET.4,0.25,macroinvertebrate,mg,mm,4,1802.0932944155986,212.88317585965086,ARIK,2018-10-02,2018
ARIK_2018-10-02,modifiedKicknet,ARIK.20181002.KICKNET.5,0.25,macroinvertebrate,mg,mm,4,105.16158628394047,95.07053985041514,ARIK,2018-10-02,2018
ARIK_2019-03-27,core,ARIK.20190327.CORE.1,0.006,macroinvertebrate,mg,mm,166.66666666666666,1353.390507408706,781.9085956522069,ARIK,2019-03-27,2019
ARIK_2019-03-27,core,ARIK.20190327.CORE.2,0.006,macroinvertebrate,mg,mm,166.66666666666666,692.1870796918756,577.0540134361142,ARIK,2019-03-27,2019
ARIK_2019-03-27,core,ARIK.20190327.CORE.3,0.006,macroinvertebrate,mg,mm,166.66666666666666,3750.5010212394077,2345.739140553161,ARIK,2019-03-27,2019
ARIK_2019-03-27,modifiedKicknet,ARIK.20190327.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,447.26198476668264,238.16718371041472,ARIK,2019-03-27,2019
ARIK_2019-03-27,modifiedKicknet,ARIK.20190327.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,292.6360477812652,284.78737025623593,ARIK,2019-03-27,2019
ARIK_2019-03-27,modifiedKicknet,ARIK.20190327.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,848.2731862368224,707.4650107422353,ARIK,2019-03-27,2019
ARIK_2019-03-27,modifiedKicknet,ARIK.20190327.KICKNET.4,0.25,macroinvertebrate,mg,mm,4,225.3974936226204,206.619774731709,ARIK,2019-03-27,2019
ARIK_2019-03-27,modifiedKicknet,ARIK.20190327.KICKNET.5,0.25,macroinvertebrate,mg,mm,4,678.7076883555397,624.8813649271556,ARIK,2019-03-27,2019
ARIK_2019-07-10,core,ARIK.20190710.CORE.1,0.006,macroinvertebrate,mg,mm,166.66666666666666,1848.892468015301,572.7608569004087,ARIK,2019-07-10,2019
ARIK_2019-07-10,core,ARIK.20190710.CORE.2,0.006,macroinvertebrate,mg,mm,166.66666666666666,1105.1040218784065,1063.426178632201,ARIK,2019-07-10,2019
ARIK_2019-07-10,core,ARIK.20190710.CORE.3,0.006,macroinvertebrate,mg,mm,166.66666666666666,4147.988716894262,200.35359621294032,ARIK,2019-07-10,2019
ARIK_2019-07-10,modifiedKicknet,ARIK.20190710.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,14661.509641213148,1490.8708547649003,ARIK,2019-07-10,2019
ARIK_2019-07-10,modifiedKicknet,ARIK.20190710.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,2125.3420463595453,878.0014114764101,ARIK,2019-07-10,2019
ARIK_2019-07-10,modifiedKicknet,ARIK.20190710.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,596.7923371055225,56.18543076312781,ARIK,2019-07-10,2019
ARIK_2019-07-10,modifiedKicknet,ARIK.20190710.KICKNET.4,0.25,macroinvertebrate,mg,mm,4,17966.59680382025,125.13496567270752,ARIK,2019-07-10,2019
ARIK_2019-07-10,modifiedKicknet,ARIK.20190710.KICKNET.5,0.25,macroinvertebrate,mg,mm,4,134.39369293255473,133.37223703013206,ARIK,2019-07-10,2019
ARIK_2019-10-01,core,ARIK.20191001.CORE.1,0.006,macroinvertebrate,mg,mm,166.66666666666666,7535.25888903685,225.83942875763364,ARIK,2019-10-01,2019
ARIK_2019-10-01,core,ARIK.20191001.CORE.2,0.006,macroinvertebrate,mg,mm,166.66666666666666,1251.4191288719787,888.9713701374791,ARIK,2019-10-01,2019
ARIK_2019-10-01,core,ARIK.20191001.CORE.3,0.006,macroinvertebrate,mg,mm,166.66666666666666,831.50581139881206,501.6127026071432,ARIK,2019-10-01,2019
ARIK_2019-10-01,modifiedKicknet,ARIK.20191001.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,894.8566650985578,746.1755505626879,ARIK,2019-10-01,2019
ARIK_2019-10-01,modifiedKicknet,ARIK.20191001.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,2532.23815470555,753.6023017928577,ARIK,2019-10-01,2019
ARIK_2019-10-01,modifiedKicknet,ARIK.20191001.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,1267.8872011107924,95.14516027639341,ARIK,2019-10-01,2019
ARIK_2019-10-01,modifiedKicknet,ARIK.20191001.KICKNET.4,0.25,macroinvertebrate,mg,mm,4,146.11678023362157,100.8025404988349,ARIK,2019-10-01,2019
ARIK_2019-10-01,modifiedKicknet,ARIK.20191001.KICKNET.5,0.25,macroinvertebrate,mg,mm,4,238.7488885137198,112.92726858855575,ARIK,2019-10-01,2019
ARIK_2020-10-01,core,ARIK.20201001.CORE.1,0.006,macroinvertebrate,mg,mm,166.66666666666666,2060.4156375178836,709.4355602599733,ARIK,2020-10-01,2020
ARIK_2020-10-01,core,ARIK.20201001.CORE.2,0.006,macroinvertebrate,mg,mm,166.66666666666666,352.16133082012414,285.7906520315894,ARIK,2020-10-01,2020
ARIK_2020-10-01,core,ARIK.20201001.CORE.3,0.006,macroinvertebrate,mg,mm,166.66666666666666,7790.9002316210335,1806.3279524906004,ARIK,2020-10-01,2020
ARIK_2021-03-30,core,ARIK.20210330.CORE.1,0.006,macroinvertebrate,mg,mm,166.66666666666666,139.14378092322593,89.1822419710659,ARIK,2021-03-30,2021
ARIK_2021-03-30,core,ARIK.20210330.CORE.2,0.006,macroinvertebrate,mg,mm,166.66666666666666,1113.1632428666155,261.53079626616864,ARIK,2021-03-30,2021
ARIK_2021-03-30,core,ARIK.20210330.CORE.3,0.006,macroinvertebrate,mg,mm,166.66666666666666,2196.647926633615,185.41572078345163,ARIK,2021-03-30,2021
ARIK_2021-03-30,modifiedKicknet,ARIK.20210330.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,383.103594669979,364.64027166844244,ARIK,2021-03-30,2021
ARIK_2021-03-30,modifiedKicknet,ARIK.20210330.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,816.3260914755482,781.1412558370494,ARIK,2021-03-30,2021
ARIK_2021-03-30,modifiedKicknet,ARIK.20210330.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,367.42329185243034,343.6287401185503,ARIK,2021-03-30,2021
ARIK_2021-03-30,modifiedKicknet,ARIK.20210330.KICKNET.4,0.25,macroinvertebrate,mg,mm,4,974.3464579548327,809.6303858009016,ARIK,2021-03-30,2021
ARIK_2021-03-30,modifiedKicknet,ARIK.20210330.KICKNET.5,0.25,macroinvertebrate,mg,mm,4,64.0846766580575,42.61257273788121,ARIK,2021-03-30,2021
ARIK_2021-07-13,core,ARIK.20210713.CORE.1,0.006,macroinvertebrate,mg,mm,166.66666666666666,7935.502862242113,993.8813735747577,ARIK,2021-07-13,2021
ARIK_2021-07-13,core,ARIK.20210713.CORE.2,0.006,macroinvertebrate,mg,mm,166.66666666666666,75870.26077835044,410.33742324246464,ARIK,2021-07-13,2021
ARIK_2021-07-13,core,ARIK.20210713.CORE.3,0.006,macroinvertebrate,mg,mm,166.66666666666666,5971.603593161553,1417.8907737232948,ARIK,2021-07-13,2021
ARIK_2021-07-13,modifiedKicknet,ARIK.20210713.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,3773.7660899166817,661.3337639835507,ARIK,2021-07-13,2021
ARIK_2021-07-13,modifiedKicknet,ARIK.20210713.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,1166.012776267323,105.38785945828877,ARIK,2021-07-13,2021
ARIK_2021-07-13,modifiedKicknet,ARIK.20210713.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,10548.71292536677,137.49058673056695,ARIK,2021-07-13,2021
ARIK_2021-07-13,modifiedKicknet,ARIK.20210713.KICKNET.4,0.25,macroinvertebrate,mg,mm,4,6582.618343872094,94.31743516588946,ARIK,2021-07-13,2021
ARIK_2021-07-13,modifiedKicknet,ARIK.20210713.KICKNET.5,0.25,macroinvertebrate,mg,mm,4,3373.4947478906024,500.0256217088809,ARIK,2021-07-13,2021
BIGC_2018-05-07,surber,BIGC.20180507.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,14.630840535982461,14.630840535982461,BIGC,2018-05-07,2018
BIGC_2018-05-07,surber,BIGC.20180507.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,83.80614737783176,83.46291622782414,BIGC,2018-05-07,2018
BIGC_2018-05-07,surber,BIGC.20180507.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,135.8756333606033,132.9550584365808,BIGC,2018-05-07,2018
BIGC_2018-05-07,surber,BIGC.20180507.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,177.995611571846,177.995611571846,BIGC,2018-05-07,2018
BIGC_2018-05-07,surber,BIGC.20180507.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,793.375590831764,793.375590831764,BIGC,2018-05-07,2018
BIGC_2018-05-07,surber,BIGC.20180507.SURBER.6,0.093,macroinvertebrate,mg,mm,10.75268817204301,1746.2971251888289,1746.2971251888289,BIGC,2018-05-07,2018
BIGC_2018-05-07,surber,BIGC.20180507.SURBER.7,0.093,macroinvertebrate,mg,mm,10.75268817204301,1064.9082881034556,1041.1590225521284,BIGC,2018-05-07,2018
BIGC_2018-05-07,surber,BIGC.20180507.SURBER.8,0.093,macroinvertebrate,mg,mm,10.75268817204301,1240.487987551238,1240.1447564012303,BIGC,2018-05-07,2018
BIGC_2018-07-18,surber,BIGC.20180718.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,1981.7855945653273,1981.7855945653273,BIGC,2018-07-18,2018
BIGC_2018-07-18,surber,BIGC.20180718.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,2718.0873129012925,2718.0873129012925,BIGC,2018-07-18,2018
BIGC_2018-07-18,surber,BIGC.20180718.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,1284.5326455447168,1284.5326455447168,BIGC,2018-07-18,2018
BIGC_2018-07-18,surber,BIGC.20180718.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,70.38864339644826,70.38864339644826,BIGC,2018-07-18,2018
BIGC_2018-07-18,surber,BIGC.20180718.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,1463.6399480409375,1463.6399480409375,BIGC,2018-07-18,2018
BIGC_2018-07-18,surber,BIGC.20180718.SURBER.6,0.093,macroinvertebrate,mg,mm,10.75268817204301,811.5860884405264,811.5860884405264,BIGC,2018-07-18,2018
BIGC_2018-07-18,surber,BIGC.20180718.SURBER.7,0.093,macroinvertebrate,mg,mm,10.75268817204301,1017.4810373204972,1017.4810373204972,BIGC,2018-07-18,2018
BIGC_2018-07-18,surber,BIGC.20180718.SURBER.8,0.093,macroinvertebrate,mg,mm,10.75268817204301,4723.047392918088,4723.047392918088,BIGC,2018-07-18,2018
BIGC_2018-09-24,surber,BIGC.20180924.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,308.31971793436884,308.31971793436884,BIGC,2018-09-24,2018
BIGC_2018-09-24,surber,BIGC.20180924.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,481.4160387890976,481.4160387890976,BIGC,2018-09-24,2018
BIGC_2018-09-24,surber,BIGC.20180924.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,3588.4096136457697,3588.4096136457697,BIGC,2018-09-24,2018
BIGC_2018-09-24,surber,BIGC.20180924.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,261.43895615189444,261.43895615189444,BIGC,2018-09-24,2018
BIGC_2018-09-24,surber,BIGC.20180924.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,398.53403712760917,398.53403712760917,BIGC,2018-09-24,2018
BIGC_2018-09-24,surber,BIGC.20180924.SURBER.6,0.093,macroinvertebrate,mg,mm,10.75268817204301,3922.005843361854,3922.005843361854,BIGC,2018-09-24,2018
BIGC_2018-09-24,surber,BIGC.20180924.SURBER.7,0.093,macroinvertebrate,mg,mm,10.75268817204301,3422.8986662192137,3422.8986662192137,BIGC,2018-09-24,2018
BIGC_2018-09-24,surber,BIGC.20180924.SURBER.8,0.093,macroinvertebrate,mg,mm,10.75268817204301,1653.5459138069398,1653.5459138069398,BIGC,2018-09-24,2018
BIGC_2019-04-15,surber,BIGC.20190415.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,6283.426391215313,67.72880683995864,BIGC,2019-04-15,2019
BIGC_2019-04-15,surber,BIGC.20190415.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,158.63908854716217,158.63908854716217,BIGC,2019-04-15,2019
BIGC_2019-04-15,surber,BIGC.20190415.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,104.6651258182946,104.6651258182946,BIGC,2019-04-15,2019
BIGC_2019-04-15,surber,BIGC.20190415.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,404.67459394508074,402.1539611169526,BIGC,2019-04-15,2019
BIGC_2019-04-15,surber,BIGC.20190415.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,61.94898268744397,59.284984016747075,BIGC,2019-04-15,2019
BIGC_2019-04-15,surber,BIGC.20190415.SURBER.6,0.093,macroinvertebrate,mg,mm,10.75268817204301,1335.6260188235915,1334.8631393228243,BIGC,2019-04-15,2019
BIGC_2019-04-15,surber,BIGC.20190415.SURBER.7,0.093,macroinvertebrate,mg,mm,10.75268817204301,500.8731613457331,500.52993019572546,BIGC,2019-04-15,2019
BIGC_2019-04-15,surber,BIGC.20190415.SURBER.8,0.093,macroinvertebrate,mg,mm,10.75268817204301,271.55419683312635,268.5954133087278,BIGC,2019-04-15,2019
BIGC_2019-07-17,surber,BIGC.20190717.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,415.29119583578773,415.29119583578773,BIGC,2019-07-17,2019
BIGC_2019-07-17,surber,BIGC.20190717.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,1177.366361227935,1152.7829561734302,BIGC,2019-07-17,2019
BIGC_2019-07-17,surber,BIGC.20190717.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,1393.4339619304626,1393.4339619304626,BIGC,2019-07-17,2019
BIGC_2019-07-17,surber,BIGC.20190717.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,233.63612713530753,233.63612713530753,BIGC,2019-07-17,2019
BIGC_2019-07-17,surber,BIGC.20190717.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,162.01661128913983,162.01661128913983,BIGC,2019-07-17,2019
BIGC_2019-07-17,surber,BIGC.20190717.SURBER.6,0.093,macroinvertebrate,mg,mm,10.75268817204301,2475.255531453593,2475.255531453593,BIGC,2019-07-17,2019
BIGC_2019-07-17,surber,BIGC.20190717.SURBER.7,0.093,macroinvertebrate,mg,mm,10.75268817204301,306.84081149338306,306.84081149338306,BIGC,2019-07-17,2019
BIGC_2019-07-17,surber,BIGC.20190717.SURBER.8,0.093,macroinvertebrate,mg,mm,10.75268817204301,2754.381006141732,2329.2458330180866,BIGC,2019-07-17,2019
BIGC_2019-10-01,surber,BIGC.20191001.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,1046.8079153428082,1042.5259360661285,BIGC,2019-10-01,2019
