"id","lat","lon","BAS_ID","tmp_dc_syr","pre_mm_syr","BAS_Class","BA_km2","obRSSA_km2","mnRSSA_pc","sdRSSA_pc","rayRSSA_pc","difRSSA_pc"
102,39.1,-96.57,7000047060,120,869,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
103,39.1,-96.57,7000047060,120,869,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
104,39.08,-96.58,7000047060,120,869,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
105,39.08,-96.58,7000047060,120,869,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
106,39.08,-96.58,7000047060,120,869,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
107,34.79,-85.98,7000047060,147,1463,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
108,34.79,-85.98,7000047060,147,1463,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
109,34.79,-85.98,7000047060,147,1463,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
110,35.05,-83.45,7000043500,120,1763,"C",27164,0,0.62538944447,0.0658719491688,0.499548414326,0.125841030144
111,35.05,-83.45,7000043500,120,1763,"C",27164,0,0.62538944447,0.0658719491688,0.499548414326,0.125841030144
112,35.04,-83.45,7000043500,120,1763,"C",27164,0,0.62538944447,0.0658719491688,0.499548414326,0.125841030144
113,35.04,-83.45,7000043500,120,1763,"C",27164,0,0.62538944447,0.0658719491688,0.499548414326,0.125841030144
114,37.41,-89.16,7000047060,135,1196,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
115,37.41,-89.16,7000047060,135,1196,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
116,37.4,-89.15,7000047060,135,1196,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
117,37.4,-89.15,7000047060,135,1196,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
118,39.11,-96.61,7000047060,120,869,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
119,39.08,-96.58,7000047060,120,869,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
120,39.09,-96.58,7000047060,120,869,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
121,44.88,-68.12,7000038570,56,1179,"C",2055.68,0,0.938752095135,0.162497655096,0.894052745867,0.0446993492682
122,46.368,-84.226,7000034520,43,855,"B",1055760,3627.02482843,0.565829208828,0.0829758858937,1.26649819763,-0.700668988802
123,42.674,-82.508,7000034520,89,797,"B",1055760,3627.02482843,0.565829208828,0.0829758858937,1.26649819763,-0.700668988802
124,42.307,-83.084,7000034520,95,827,"B",1055760,3627.02482843,0.565829208828,0.0829758858937,1.26649819763,-0.700668988802
125,44.366,-75.889,7000034520,69,916,"B",1055760,3627.02482843,0.565829208828,0.0829758858937,1.26649819763,-0.700668988802
126,38.319,-81.049,7000047060,110,1196,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
127,38.321,-81.038,7000047060,110,1196,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
128,35.035,-83.46,7000043500,120,1763,"C",27164,0,0.62538944447,0.0658719491688,0.499548414326,0.125841030144
129,35.035,-83.466,7000043500,120,1763,"C",27164,0,0.62538944447,0.0658719491688,0.499548414326,0.125841030144
130,35.035,-83.466,7000043500,120,1763,"C",27164,0,0.62538944447,0.0658719491688,0.499548414326,0.125841030144
131,35.049,-83.457,7000043500,120,1763,"C",27164,0,0.62538944447,0.0658719491688,0.499548414326,0.125841030144
132,35.049,-83.457,7000043500,120,1763,"C",27164,0,0.62538944447,0.0658719491688,0.499548414326,0.125841030144
133,37.646,-80.886,7000047060,107,985,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
134,44.561,-110.835,7000014930,-4,661,"B",671064,1092.00654225,0.286051545185,0.0412199402056,0.968599051858,-0.682547506673
135,44.562,-110.836,7000014930,-4,661,"B",671064,1092.00654225,0.286051545185,0.0412199402056,0.968599051858,-0.682547506673
136,44.11,-110.687,7000014930,0,663,"B",671064,1092.00654225,0.286051545185,0.0412199402056,0.968599051858,-0.682547506673
137,44.641,-110.855,7000047060,0,621,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
138,33.75,-111.5,7000008710,172,517,"B",661274,326.949929462,0.0704965964036,0.0148968106655,0.125590034543,-0.0550934381394
139,47.574,-91.037,7000034520,39,737,"B",1055760,3627.02482843,0.565829208828,0.0829758858937,1.26649819763,-0.700668988802
140,46.618,-92.561,7000034520,40,756,"B",1055760,3627.02482843,0.565829208828,0.0829758858937,1.26649819763,-0.700668988802
141,43.662,-92.531,7000047060,65,831,"A",3244510,8221.67923592,0.468022637942,0.0186390573091,0.781035992137,-0.313013354195
142,34.016,-80.833,7000043160,172,1175,"B",39725.6,95.1825304177,0.358079748478,0.0616415237448,0.499548414326,-0.141468665848
143,33.973,-80.829,7000043160,172,1175,"B",39725.6,95.1825304177,0.358079748478,0.0616415237448,0.499548414326,-0.141468665848
144,33.941,-80.823,7000043160,172,1175,"B",39725.6,95.1825304177,0.358079748478,0.0616415237448,0.499548414326,-0.141468665848
145,51.083,0.05,2000053790,98,704,"C",13373.3,0,0.60465476757,0.0741933601009,0.483791830915,0.120862936655
146,-55.076,-67.655,6000036090,35,601,"C",483.715,0,0.494090888284,0.102447299988,0.447849780975,0.0462411073085
147,-55.076,-67.655,6000036090,35,601,"C",483.715,0,0.494090888284,0.102447299988,0.447849780975,0.0462411073085
148,-55.076,-67.655,6000036090,35,601,"C",483.715,0,0.494090888284,0.102447299988,0.447849780975,0.0462411073085
149,8.667,-80.583,7000000210,246,2765,"C",2194.63,0,0.922344607981,0.157965277845,0.382491538859,0.539853069122
150,8.667,-80.583,7000000210,246,2765,"C",2194.63,0,0.922344607981,0.157965277845,0.382491538859,0.539853069122
151,8.7,-80.233,7000000210,260,2865,"C",2194.63,0,0.922344607981,0.157965277845,0.382491538859,0.539853069122
152,8.7,-80.233,7000000210,260,2865,"C",2194.63,0,0.922344607981,0.157965277845,0.382491538859,0.539853069122
153,64.05,-21.3,2000057200,37,1096,"C",290.327,0,2.54348751856,0.603733546535,0.86223843676,1.6812490818
154,64.05,-21.3,2000057200,37,1096,"C",290.327,0,2.54348751856,0.603733546535,0.86223843676,1.6812490818
155,64.05,-21.3,2000057200,37,1096,"C",290.327,0,2.54348751856,0.603733546535,0.86223843676,1.6812490818
156,64.05,-21.3,2000057200,37,1096,"C",290.327,0,2.54348751856,0.603733546535,0.86223843676,1.6812490818
157,64.05,-21.3,2000057200,37,1096,"C",290.327,0,2.54348751856,0.603733546535,0.86223843676,1.6812490818
158,64.05,-21.3,2000057200,37,1096,"C",290.327,0,2.54348751856,0.603733546535,0.86223843676,1.6812490818
159,-41.1,174.9,5000085090,126,1405,"C",604.621,0,1.58372263295,0.333879555386,0.748847232943,0.834875400011
160,-41.1,174.9,5000085090,126,1405,"C",604.621,0,1.58372263295,0.333879555386,0.748847232943,0.834875400011
161,-41.1,174.9,5000085090,126,1405,"C",604.621,0,1.58372263295,0.333879555386,0.748847232943,0.834875400011
162,-40.967,175.483,5000085050,120,1394,"C",3388.22,0,1.06393173283,0.172514726114,0.748847232943,0.315084499887
163,-40.967,175.483,5000085050,120,1394,"C",3388.22,0,1.06393173283,0.172514726114,0.748847232943,0.315084499887
164,-40.967,175.483,5000085050,120,1394,"C",3388.22,0,1.06393173283,0.172514726114,0.748847232943,0.315084499887
165,-44.518,170.32,5000084670,78,756,"C",11952.7,0,1.51422835809,0.210003404905,1.16533233649,0.348896021599
166,56.767,9.883,2000024800,73,695,"C",244.753,0,0.768323220203,0.173559036811,0.483791830915,0.284531389288
167,56.367,9.333,2000024720,74,732,"C",725.297,0,0.802364311544,0.159050428966,0.483791830915,0.318572480629
168,10.433,-84.017,7000054660,249,4084,"B",41356.2,926.948897569,3.16847198398,0.466629928494,0.742006964706,2.42646501928
169,51.075,0.1,2000053790,98,704,"C",13373.3,0,0.60465476757,0.0741933601009,0.483791830915,0.120862936655
170,51.425,-1.35,2000053790,93,706,"C",13373.3,0,0.60465476757,0.0741933601009,0.483791830915,0.120862936655
171,51.425,-1.35,2000053790,93,706,"C",13373.3,0,0.60465476757,0.0741933601009,0.483791830915,0.120862936655
